in_id,brief_description,opened_at,closed_at,action,resolution,ai_l4,ai_l4_confidence,ai_l4_resolution_action,ai_l4_actionable,ai_l4_actionability_reason,ai_l4_rationale,category,subcategory,product,confidence_score,rationale,keywords_identified,self_resolved,root_cause_indicator
INC48712081,No Help Desk support needed: self-resolved,2026-03-02 14:30:47,2026-03-02 14:30:49,Poor Audio was reported for call: 7083591489,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Marked self-resolved, no support needed. Direct match to User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48727046,No Help Desk support needed: self-resolved,2026-03-03 09:47:20,2026-03-03 09:47:23,dead air on call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Clearly identified as self-resolved; informational only.,"['self-resolved', 'no help desk']",True,Unknown
INC48702088,No Help Desk support needed : self-resolved,2026-03-02 10:00:11,2026-03-02 10:00:13,device lock,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly indicates self-resolved; no support needed.,"['self-resolved', 'no help desk support']",True,Unknown
INC48741845,No Help Desk support needed: self-resolved,2026-03-03 18:14:26,2026-03-03 18:14:28,030326 -7065224484 CUT WHILE TRNASFER/3122126884-disconnect while transfer/5164755615/7472126661/8666481043- disconnect while transfer/6268298381/4023279400/6156397110/4145455225- CALEER CUT /3232180756 CALER DROP/6268298381/2312898563/3322670290/4693171171,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.96,"Self-resolved, no Help Desk involvement; fits ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48725630,No Help Desk support needed: self-resolved,2026-03-03 09:13:05,2026-03-03 09:13:06,Auth Gen dtf,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721649,No Help Desk support needed: self-resolved,2026-03-03 06:59:21,2026-03-03 06:59:22,GENESYS ISSUE,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48728288,No Help Desk support needed: self-resolved,2026-03-03 10:20:08,2026-03-03 10:20:10,lockout divice,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48736801,No Help Desk support needed: self-resolved,2026-03-03 14:21:39,2026-03-03 14:21:42,the call got disconnected,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,No Help Desk support needed: self-resolved maps directly to User Self-Resolved.,['self-resolved'],True,Unknown
INC48714669,No Help Desk support needed: self-resolved,2026-03-02 15:56:29,2026-03-02 15:56:30,CALL DISCONNECTED,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket states no Help Desk support needed and self-resolved.,"['self-resolved', 'no Help Desk support needed']",True,User_Error
INC48700422,No Help Desk support needed: self-resolved,2026-03-02 09:19:29,2026-03-02 09:19:32,no internet connection need to refresh the internet cable,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; no help desk support needed.,['self-resolved'],True,Unknown
INC48737958,No Help Desk support needed: self-resolved,2026-03-03 14:58:28,2026-03-03 14:58:30,System closed with error showing memory bot avaible,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket indicates self-resolved; per taxonomy classify as User Self-Resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48723671,No Help Desk support needed: self-resolved,2026-03-03 08:15:48,2026-03-03 08:15:51,Call Dropped was reported for call:  genesys issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Clear indication that incident required no support and was self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48696778,No Help Desk support needed: self-resolved,2026-03-02 07:46:12,2026-03-02 07:46:14,system reboot,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48724852,No Help Desk support needed: self-resolved,2026-03-03 08:50:54,2026-03-03 08:50:56,The caller dropped the call and have to call back,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,[],True,Unknown
INC48727392,No Help Desk support needed: self-resolved,2026-03-03 09:57:21,2026-03-03 09:57:24,ANI 5625791960 - GHOST CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Clearly indicates self-resolved; no support required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48722103,No Help Desk support needed: self-resolved,2026-03-03 07:18:58,2026-03-03 07:19:00,INTERNET WOULDNT CONNECT,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Explicitly states self-resolved, no support needed—fits User Self-Resolved informational event.",['self-resolved'],True,Unknown
INC48702893,No Help Desk support needed : self-resolved,2026-03-02 10:20:25,2026-03-02 10:20:26,outage,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket says self-resolved; no support needed.,[],True,Unknown
INC48725261,No Help Desk support needed: self-resolved,2026-03-03 09:03:30,2026-03-03 09:03:32,Internet connection cause of delay response,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly marked self-resolved; informational outcome.,['self-resolved'],True,Unknown
INC48722804,No Help Desk support needed: self-resolved,2026-03-03 07:48:10,2026-03-03 07:48:12,Caller Name: VANESSA T Tax ID: 860181654 MPIN: 007522979 Provider Name: HONORHEALTH Issue Description: PV ASK ASSISTANCE BECAUSE SHE DON'T HAVE ACCESS WITH THE NUMBER ON FILE  One Healthcare ID: VATORRES83 Phone: 6025623497 Email: vatorres@honorhealth.com Resolution: WALK TROUGH TO CREATE NEW OHID | NEW OHID vatorres83| while she's trying to verify number and put call on hold she got dc| uuid 00068461571772544865 D60620845306786,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket states no Help Desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48741715,No Help Desk support needed: self-resolved,2026-03-03 18:01:39,2026-03-03 18:01:41,"Unable to respond to or manage calls due to technical issues with avaya and LAN connection, which led to call drops on hold AND SOME ANI WERE NOT FOUND",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Incident states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48728716,IT Help Center - General Information and Troubleshooting,2026-03-03 10:31:11,2026-03-03 11:16:06,internet issue - automatic updates,"Based on user's description in ticket, user do not require follow-up from the IT Service Desk.",,,,,,,ProcessInformational,,Informational Ticket,0.85,'IT Help Center - General Information and Troubleshooting' aligns with an informational ticket.,"['General Information', 'Troubleshooting', 'IT Help Center']",False,Unknown
INC48715032,No Help Desk support needed: self-resolved,2026-03-02 16:10:35,2026-03-02 16:10:36,ghost call dead air we advice the mbr we couldn't hear to please call back using the phone # on the back of their insurance card.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48724265,No Help Desk support needed: self-resolved,2026-03-03 08:33:20,2026-03-03 08:33:21,Call Dropped was reported for call: 8778423210,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,No help desk support needed; self-resolved matches User Self-Resolved.,['self-resolved'],True,User_Error
INC48704331,No Help Desk support needed: self-resolved,2026-03-02 10:56:42,2026-03-02 10:56:45,MSID was not recognized,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states 'No Help Desk support needed: self-resolved', which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,User_Error
INC48705775,No Help Desk support needed: self-resolved,2026-03-02 11:35:17,2026-03-02 11:35:20,droppedcall,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Marked as self-resolved; aligns with OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48737789,No Help Desk support needed: self-resolved,2026-03-03 14:53:54,2026-03-03 14:53:55,citrix shut down mid call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Described as self-resolved; no support needed.,['self-resolved'],True,Unknown
INC48696042,No Help Desk support needed: self-resolved,2026-03-02 07:20:57,2026-03-02 07:20:58,Headset issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved ticket with no further support; User Self-Resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48730687,No Help Desk support needed: self-resolved,2026-03-03 11:22:36,2026-03-03 11:22:38,system issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Self-resolved ticket; fits OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48709091,No Help Desk support needed: self-resolved,2026-03-02 13:05:45,2026-03-02 13:05:47,GhostCall,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved per ticket description.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48731665,No Help Desk support needed: self-resolved,2026-03-03 11:49:05,2026-03-03 11:49:07,5/9,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and was self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48728696,No Help Desk support needed: self-resolved,2026-03-03 10:30:43,2026-03-03 10:30:45,can't log in to icue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Incident explicitly states no Help Desk support needed and was self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48731318,No Help Desk support needed : self-resolved,2026-03-03 11:40:40,2026-03-03 11:40:41,power outage,Self-Resolved Ticket Closed via IVR,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Marked as 'No Help Desk support needed : self-resolved', matching User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48709512,No Help Desk support needed: self-resolved,2026-03-02 13:16:12,2026-03-02 13:16:14,Call Dropped was reported for call: 8669834389,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket states no help desk needed; issue self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48740054,No Help Desk support needed: self-resolved,2026-03-03 16:14:15,2026-03-03 16:14:17,SUBMIT A TICKET,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket states self-resolved; informational only.,['self-resolved'],True,Unknown
INC48701362,Undefined - Hi i am a escalation manager and submitting a ticket for a member who profile cannot be sen online or in icue application,2026-03-02 09:43:11,2026-03-03 06:17:10,Hi i am a escalation manager and submitting a ticket for a member who profile cannot be sen online or in icue application,No response from the user,,,,,,,HealthcareSystems,,Care Conductor/ICUE,0.8,"Issue references iCUE application and member profile visibility, which maps to Care Conductor/ICUE under EHR/EMR.","['ICUE', 'member profile', 'cannot be seen', 'online']",False,Data_Issue
INC48729931,No Help Desk support needed: self-resolved,2026-03-03 11:02:24,2026-03-03 11:02:26,genesys audio issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; informational only.,['self-resolved'],True,Unknown
INC48722974,No Help Desk support needed: self-resolved,2026-03-03 07:54:01,2026-03-03 07:54:03,"Brief issue: Ghost call, no valid response only statis. Call ID: Work setup: RTO UCID: 00102615841772545823",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48741054,No Help Desk support needed: self-resolved,2026-03-03 17:05:31,2026-03-03 17:05:32,Power outage,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48696724,No Help Desk support needed: self-resolved,2026-03-02 07:44:06,2026-03-02 07:44:08,PROVIDER DROPPED THE CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket states no Help Desk support needed and self-resolved, mapping to ProcessInformational -> OperationalEvents -> User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48702670,No Help Desk support needed: self-resolved,2026-03-02 10:14:31,2026-03-02 10:14:33,call dropped,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Marked self-resolved; appropriate informational classification.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48698449,Hardware - Returning old laptop,2026-03-02 08:31:04,2026-03-02 16:52:44,I need a return label for my old laptop,"No troubleshooting required, issue resolved by user by scheduled a pick up through UPS",,,,,,,ProcessInformational,,Informational Ticket,0.85,"""Returning old laptop"" indicates an asset return/administrative action, not an incident; maps to OperationalEvents > Informational Ticket.","['Returning old laptop', 'Hardware']",False,Change_Related
INC48733068,No Help Desk support needed: self-resolved,2026-03-03 12:30:39,2026-03-03 12:30:41,"acet wouldn't pull members up, required password update upon re-login",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48713962,No Help Desk support needed: self-resolved,2026-03-02 15:31:09,2026-03-02 15:31:12,documentation only ticket for disconnected dropped call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states 'No Help Desk support needed: self-resolved.',"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48708912,No Help Desk support needed: self-resolved,2026-03-02 13:00:56,2026-03-02 13:00:58,"dead air call# back, no answer was not able to leave a vm. ticket please",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Description indicates self-resolved; no assistance required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48731016,No Help Desk support needed: self-resolved,2026-03-03 11:32:21,2026-03-03 11:32:23,system updates/ restart,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and was self-resolved.,"['self-resolved', 'no help desk support']",False,User_Error
INC48728943,No Help Desk support needed: self-resolved,2026-03-03 10:36:54,2026-03-03 10:36:56,GHOST CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Marked as self-resolved; no help desk action required.,['self-resolved'],True,Unknown
INC48722992,No Help Desk support needed: self-resolved,2026-03-03 07:55:06,2026-03-03 07:55:08,had an update on my computer it made me update,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48700720,No Help Desk support needed: self-resolved,2026-03-02 09:27:01,2026-03-02 09:27:03,"genesys issue , after I receive the call genesys automatically put me on mute and caller cannot hear me tried calling her attention but cannot hear me done bts still the same  An error has occurred on the interaction 'voice'. Cannot a	nswer the call automatically.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Incident explicitly states no Help Desk support needed and was self-resolved.,"['self-resolved', 'no help desk']",True,User_Error
INC48722690,No Help Desk support needed: self-resolved,2026-03-03 07:43:09,2026-03-03 07:43:11,Couldn't hear the member. I received 4 calls and not hearing anything. HAd to restart.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no help desk support needed; issue self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721369,No Help Desk support needed: self-resolved,2026-03-03 06:38:51,2026-03-03 06:38:53,manual correction has been submitted in Allsec,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states self-resolved with no support needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48703517,"Attest to numerous Service Accounts accounts that are either HCC Created, or Default Service Accounts in Cloud",2026-03-02 10:36:36,2026-03-03 09:07:27,"Open a support ticket with group: AUDIT SUPPORT OPERATIONS (ASO) TEAM, in regards to Service Account attestation questions.

We have receieved an email to Attest to numerous Service Accounts accounts that are either HCC Created, or Default Service Accounts in Cloud.
Would like to discuss this process and receive guidance on completing these attestations.
Thank you","While waiting for Secure to officially exclude non-interactive SP accounts, since the owner was unwilling to attest that the passwords/secrets were no shared, I reassigned ownership until the CALLER's Annual Attestation was COMPLETE, then reassigned them back.",,,,,,,ProcessInformational,,Documentation Request,0.7,Request to attest service accounts is a compliance/documentation activity rather than a technical fault; fits operational/documentation request.,"['attest', 'service accounts', 'cloud', 'HCC created', 'default service accounts']",False,Unknown
INC48741227,No Help Desk support needed: self-resolved,2026-03-03 17:18:46,2026-03-03 17:18:48,"1:13 pm HST: Misdirected call--gave opening greeting and advised caller they were misrouted.  Correct State: MD Reason for Call: Caller says he got a text message asking him to call us to verify a prescription medicine. Transferred caller to MD member services dept.""",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved ticket mapped to OperationalEvents > User Self-Resolved.,['self-resolved'],True,Unknown
INC48742215,No Help Desk support needed: self-resolved,2026-03-03 19:02:20,2026-03-03 19:02:22,"3:01PM HST, auto answer again not working, rebooting comp",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket states self-resolved; maps to User Self-Resolved informational event.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48738263,No Help Desk support needed: self-resolved,2026-03-03 15:08:29,2026-03-03 15:08:31,ghost call disconnected call,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Incident explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no support needed']",True,User_Error
INC48712331,No Help Desk support needed: self-resolved,2026-03-02 14:39:18,2026-03-02 14:39:20,"After delivering the opening spiel three times, I did not receive any response from the other line. I then proceeded with the ghost call spiel three times, but still did not hear any response. ORS/CASE#: 145497703",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,The description explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support']",True,Unknown
INC48699077,No Help Desk support needed: self-resolved,2026-03-02 08:47:33,2026-03-02 08:47:35,Caller disconnected while waiting trying to confirm if this is for B or G drug.,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicit self-resolved notation fits ProcessInformational category.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48711341,No Help Desk support needed: self-resolved,2026-03-02 14:07:27,2026-03-02 14:07:30,Call Dropped was reported for call: 6302426367  Caller drop the call while verifying information,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Marked as self-resolved by user.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48741730,No Help Desk support needed: self-resolved,2026-03-03 18:02:55,2026-03-03 18:02:57,onset ghostcall,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked 'self-resolved'; informational ticket indicating no support needed.,['self-resolved'],True,Unknown
INC48737926,No Help Desk support needed: self-resolved,2026-03-03 14:57:44,2026-03-03 14:57:46,I have to re pull up my tools because my genesys was not responding,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48724072,No Help Desk support needed: self-resolved,2026-03-03 08:27:45,2026-03-03 08:27:47,Poor audio issue,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved by user; no assistance required.,"['self-resolved', 'no help desk support']",True,Unknown
INC48738150,No Help Desk support needed: self-resolved,2026-03-03 15:04:45,2026-03-03 15:04:47,"Could not unmute mute button on genesys, cannot go back to the member",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly noted self-resolved; ProcessInformational > OperationalEvents > User Self-Resolved.,['self-resolved'],True,User_Error
INC48703244,No Help Desk support needed: self-resolved,2026-03-02 10:29:43,2026-03-02 10:29:45,unable to unmute headset,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Incident explicitly states no help desk support needed and was self-resolved.,"['self-resolved', 'no help desk']",True,User_Error
INC48697045,No Help Desk support needed: self-resolved,2026-03-02 07:54:16,2026-03-02 07:54:18,dead air for UUID: 00068252011772458805,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Title explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48725943,No Help Desk support needed: self-resolved,2026-03-03 09:21:45,2026-03-03 09:21:47,log out,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no Help Desk support needed and was self-resolved by the user.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721933,No Help Desk support needed: self-resolved,2026-03-03 07:12:05,2026-03-03 07:12:07,9012528713 GHOST CALL 7:10AM,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,"Ticket states no Help Desk support needed and self-resolved, which maps to Process/OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support needed']",True,Unknown
INC48725061,No Help Desk support needed: self-resolved,2026-03-03 08:57:09,2026-03-03 08:57:11,"My headphones was stuck on mute and i had to reboot, they are working now.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket indicates self-resolved; no support required.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48702373,No Help Desk support needed: self-resolved,2026-03-02 10:07:18,2026-03-02 10:07:20,genesys error while on call 7024855000,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved per ticket details; no support required.,['self-resolved'],True,Unknown
INC48737239,No Help Desk support needed: self-resolved,2026-03-03 14:35:09,2026-03-03 14:35:11,43d4924d-a0d6-48c2-bf63-fe0fcf6422c9   Unexpected Error Occurred in the Provider Card. Please try again. If problem persists please contact the help desk.   please create IT ticket for documentation,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Self-resolved noted in description; classified accordingly.,"['No Help Desk support', 'self-resolved']",True,Unknown
INC48658392,Entire LOB is receiving blank calls,2026-02-26 15:29:29,2026-03-03 04:31:37,Entire LOB is receiving blank calls,"User not responded on email, hence moving ticket to withdrawn",,,,,,,TelephonyContactCenter,,Call Routing,0.7,"""Entire LOB receiving blank calls"" indicates a contact center telephony issue impacting call flow/audio across a business line, aligning with Call Routing.","['blank calls', 'entire LOB', 'contact center', 'telephony']",False,Infrastructure
INC48705338,No Help Desk support needed: self-resolved,2026-03-02 11:23:24,2026-03-02 11:23:26,"Case unable to be completed due to caller call being disconnected. Caller dropped prior to transfer to Surest Cirrus to check an appeals status, got transferred multiple times but the representative insists they can not assist.",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Marked as self-resolved; no intervention needed.,"['self-resolved', 'no help desk support needed']",True,Unknown
INC48713688,No Help Desk support needed: self-resolved,2026-03-02 15:20:57,2026-03-02 15:20:58,"calldropped suddenly, tried to callback",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Explicitly marked self-resolved; fits OperationalEvents > User Self-Resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48738724,No Help Desk support needed: self-resolved,2026-03-03 15:24:05,2026-03-03 15:24:07,"Schedule power interruption on March 4, 2026, starting 4am - 8am",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,Unknown
INC48740175,No Help Desk support needed: self-resolved,2026-03-03 16:20:00,2026-03-03 16:20:03,SUBMIT A TICKET,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Marked as self-resolved; best fit is ProcessInformational > OperationalEvents > User Self-Resolved.,"['self-resolved', 'no help desk support']",True,User_Error
INC48710704,No Help Desk support needed: self-resolved,2026-03-02 13:49:10,2026-03-02 13:49:12,elgs invalid login,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket states self-resolved; no help desk needed.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48673442,Submit a It ticket for member portal issue,2026-02-27 11:15:54,2026-03-02 15:49:13,Submit a It ticket for member portal issue,Validated the issue is not reproducable.,,,,,,,HealthcareSystems,,Member Portals,0.75,"Description explicitly mentions a member portal issue, which maps to payer/member-facing portals.","['member portal', 'issue', 'submit ticket']",False,Unknown
INC48713825,No Help Desk support needed: self-resolved,2026-03-02 15:26:12,2026-03-02 15:26:14,restart due to lagging,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'no help desk']",True,Unknown
INC48714503,No Help Desk support needed: self-resolved,2026-03-02 15:50:07,2026-03-02 15:50:09,"caller was inaudible on the call, had to disconnect and attempted an OBC but was routed to vm",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no help desk support']",True,User_Error
INC48700085,No Help Desk support needed: self-resolved,2026-03-02 09:10:41,2026-03-02 09:10:43,"In the middle of a call, ACET, ISET, and Genesys shut down; still connected to the call, which is still showing ""In Progress""; member unable to hear me; finally shut everything down, cleared cache, and restarted .",Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.95,Explicitly states self-resolved; informational only.,"['self-resolved', 'no help desk']",True,User_Error
INC48660331,please assigned to Business Intelligence Systems,2026-02-26 16:54:57,2026-03-03 05:18:37,open ticket,Checked with Orbit team and they  confirmed RxTrack workspace confronted performance  issues last week because of capacity issue for other workspaces .Orbit team resolved this and  system is stable now.Budi ran Bad report and confirmed it is working.,,,,,,,ProcessInformational,,Informational Ticket,0.7,Ticket requests reassignment to Business Intelligence Systems; no technical symptoms—administrative/informational in nature.,"['assigned', 'Business Intelligence Systems', 'please']",False,Unknown
INC48701429,No Help Desk support needed: self-resolved,2026-03-02 09:44:39,2026-03-02 09:44:41,computer screens froze and clearing cache did not correct had to restart computer and restart took long to shut down,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,1.0,"Marked as self-resolved; no support required, aligning with ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48721143,No Help Desk support needed: self-resolved,2026-03-03 06:18:08,2026-03-03 06:18:10,Yesterday I couldn't get letters to generate in ELGS,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Ticket explicitly states no Help Desk support needed and self-resolved.,"['self-resolved', 'no support needed']",True,Unknown
INC48740106,No Help Desk support needed: self-resolved,2026-03-03 16:16:49,2026-03-03 16:16:51,Snoozed the system update thrice but on 3:50 PM laptop restarted while on chat,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,"Ticket explicitly states no Help Desk support needed and self-resolved, which maps to ProcessInformational > OperationalEvents > User Self-Resolved.","['self-resolved', 'no help desk support']",True,Unknown
INC48718012,No Help Desk support needed: self-resolved,2026-03-02 22:36:18,2026-03-02 22:36:19,Call Dropped was reported for call: 8776421554,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.99,Ticket explicitly states no help desk support needed and self-resolved.,"['self-resolved', 'No Help Desk support needed']",True,Unknown
INC48708920,No Help Desk support needed: self-resolved,2026-03-02 13:01:08,2026-03-02 13:01:09,Dead Air was reported for call: 9513194891// GHOST CALL,Closed by Caller,,,,,,,ProcessInformational,,User Self-Resolved,0.98,Explicitly marked self-resolved with no Help Desk needed.,"['self-resolved', 'no help desk support needed']",True,Unknown
