in_id,assignment,first_assignment_group,brief_description,opened_at,closed_at,action,resolution,update_action_ess,uh_ess_errormsg,update_action,comments,uh_monitoring_notes,ai_l1,ai_l2,ai_l3,vendor,ai_confidence,ai_self_resolved,ai_rationale,ai_keywords,ai_root_cause_indicator,ai_root_cause
INC47978460,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Cannot Connect to VPN or Internet / Network (Cisco) on Windows - Cellular,2026-01-23 04:25:46,2026-01-23 04:37:14,"Actually from day starting, uh, my VPN is automatically connect and disconnect frequently within 15 and 16 seconds.","Change the network broad band wifi to mobile hotspot and try to connect the VPN, now issue has been resolved.","Actually from day starting, uh, my VPN is automatically connect and disconnect frequently within 15 and 16 seconds.",unable to connect the VPN with broadband wifi network,"01/23/2026 04:35:49 - MUGESH BACKIYARAJ (Work notes)
Call Summarization from IM:
^UUID: 01HM5A7RBGCDJ0AR2FRHO2LAES079NGS^
Summary:
- Product/Features/Services: VPN connectivity issues
- Issue/Issues: VPN is automatically connecting and disconnecting frequently
- Troubleshooting: 
-verified last 4 digit of SSN and verified laptop last 4 digit serial number in USP.
  - Verified caller's employee ID and personal details for security
  - Inquired about the caller's shift timing and duration of the issue
  - Confirmed the type of internet connection being used (broadband)
  - Suggested using Bomgar to check the network issue
  - Advised the caller to switch from broadband to mobile hotspot for testing
  - Instructed the caller to remove the charger and all cables from the laptop
  - Asked the caller to open Teams and other applications to check connectivity
  - Recommended monitoring the network for a couple of hours and switching back to broadband after a break
- Resolution: The issue appears to be related to the network rather than the laptop or VPN; the caller was advised to use the mobile hotspot for now and to reach out if the issue persists. A ticket was created for further assistance.

01/23/2026 04:28:19 - MUGESH BACKIYARAJ (Work notes)

Knowledge article KB0109070: 
Cannot Connect to VPN or Internet / Network (Cisco) on Windows

01/23/2026 04:25:46 - MUGESH BACKIYARAJ (Additional comments)
Actually from day starting, uh, my VPN is automatically connect and disconnect frequently within 15 and 16 seconds.


01/23/2026 04:25:46 - MUGESH BACKIYARAJ (Work notes)
Incident created from Interaction IMS1408548",VPN software for establishing VPN connectivity for remote users to the UHG network.,,Network,VPN_RemoteAccess,Cisco Secure,Cisco,0.85,False,User cannot connect to VPN and internet while using Cisco on Windows over cellular; points to VPN remote access issue with Cisco Secure.,"['VPN', 'Internet', 'Cisco', 'Windows', 'Cellular']",Infrastructure,Cellular network connectivity degradation/poor signal preventing stable VPN handshake.
INC47978543,TSC HELP DESK - SPT,TSC HELP DESK - SPT,No Help Desk support needed: self-resolved,2026-01-23 04:39:25,2026-01-23 04:39:26,A laptop with Serial number 5CG4474J05 has been put to frozen at OS level since it has not been provisioned for a long time so it needs to be moved from frozen state to be provisioned.,Closed by Caller,A laptop with Serial number 5CG4474J05 has been put to frozen at OS level since it has not been provisioned for a long time so it needs to be moved from frozen state to be provisioned.,,,,,ProcessInformational,OperationalEvents,User Self-Resolved,,0.95,True,Ticket explicitly states no support needed and self-resolved.,"['self-resolved', 'no help desk']",Unknown,Issue was resolved by the user; no technical details provided.
INC47978503,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Microsoft Authenticator - Phone Not Receiving Authenticator or SMS Notifications,2026-01-23 04:33:30,2026-01-23 04:40:20,i need assistance to setup my authentication in application.,The caller successfully set up the authenticator app after setting up new device .,i need assistance to setup my authentication in application.,,"01/23/2026 05:58:22 - SAI ACHANTA (Additional comments)
Customer confirms resolution.

01/23/2026 04:39:17 - G SRIKANTH (Work notes)
Call Summarization from IM:
^UUID: 01HM5A7RBGCDJ0AR2FRHO2LAES079NH7^
Summary:
- Product/Features/Services: Authenticator app setup for Optum services
- Issue/Issues: Unable to retrieve settings and notifications from the authenticator app after phone replacement
- Troubleshooting: 
  verified with last Four digits SSN and Hire date via USP
  - Instructed the caller to share their screen using Bomgar
  - Guided the caller to open the authenticator app on their mobile device
  - Assisted in linking the authenticator app with the Optum mail ID
  - Explained the process of setting up multiple accounts in the authenticator app
  - Verified the successful setup of the authenticator app
- Resolution: The caller successfully set up the authenticator app,  

01/23/2026 04:38:18 - G SRIKANTH (Work notes)

Knowledge article KB0147522: 
Microsoft Authenticator - Phone Not Receiving Authenticator or SMS Notifications

01/23/2026 04:33:30 - G SRIKANTH (Work notes)
Incident created from Interaction IMS1408559

01/23/2026 04:33:30 - G SRIKANTH (Additional comments)
i need assistance to setup my authentication in application.",Multi-factor authentication used with Azure Active Directory,"5/18/23 ehilton1
BASE - TIG stack (telegraf, influx, Grafana)
FDI - Powershell script developed by Shikha Gupta (Gagan Kapahi's team)
VF - Powershell script developed by Shikha Gupta (Gagan Kapahi's team)

8/19/22 ehilton1
The TIG stack (telegraf, influx, Grafana) is in place or host level metrics.

10/13/21 mwils26
A previous Priority Change Request, RITM1741381 was opened.  The monitoring task was closed because of lack of response.",UserAccessAuthentication,IdentityAccess,MFA/SSO Issues,,0.9,False,Microsoft Authenticator not receiving push or SMS is an MFA delivery/authentication issue.,"['Microsoft Authenticator', 'SMS', 'Notifications', 'MFA']",Security,MFA notification delivery failure (push/SMS blocked or delayed on phone).
INC47978649,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Microsoft Authenticator - Phone Not Receiving Authenticator or SMS Notifications,2026-01-23 04:53:53,2026-01-23 04:56:50,Having issues with Smart Transport app and Authenticator app,"- Assisted in setting up the Authenticator app
  - Advised on entering the correct employee ID and password for Smart Transport app",Having issues with Smart Transport app and Authenticator app,Phone Not Receiving Authenticator,"01/23/2026 04:56:50 - REDDY NIHARIKA (Work notes)
^UUID: 00VLNJNVF4CDJF1403RHO2LAES079F0V^
Summary:
- Product/Features/Services: Smart Transport app and Authenticator setup
- Issue/Issues: DD
- Troubleshooting: 
 - Verified caller's employee ID, Full name, last four digits of SSN and joining date.
  - Suggested uninstalling and reinstalling the Smart Transport app
  - Assisted in setting up the Authenticator app
  - Provided instructions to enter employee ID and password
  - Guided the caller to scan QR code for Authenticator setup
  - Advised on entering the correct employee ID and password for Smart Transport app
- Resolution: The caller successfully logged into the Smart Transport app and set up the Authenticator, resolving the issue.

01/23/2026 04:53:53 - REDDY NIHARIKA (Additional comments)
Having issues with Smart Transport app and Authenticator app

01/23/2026 04:53:53 - REDDY NIHARIKA (Work notes)
Incident created from Interaction IMS1408598",Multi-factor authentication used with Azure Active Directory,"5/18/23 ehilton1
BASE - TIG stack (telegraf, influx, Grafana)
FDI - Powershell script developed by Shikha Gupta (Gagan Kapahi's team)
VF - Powershell script developed by Shikha Gupta (Gagan Kapahi's team)

8/19/22 ehilton1
The TIG stack (telegraf, influx, Grafana) is in place or host level metrics.

10/13/21 mwils26
A previous Priority Change Request, RITM1741381 was opened.  The monitoring task was closed because of lack of response.",UserAccessAuthentication,IdentityAccess,MFA/SSO Issues,,0.9,False,Same as above: Authenticator/SMS notifications not received indicates MFA issue.,"['Microsoft Authenticator', 'SMS', 'Notifications', 'MFA']",Security,MFA notification delivery failure (push/SMS blocked or delayed on phone).
INC47978644,CLINICAL SUPPORT CENTER - DSK,CLINICAL SUPPORT CENTER - DSK,Cisco Secure Client - VPN not connecting,2026-01-23 04:52:48,2026-01-23 04:57:36,i think my issue is resolved my vpn is not connected,no ts by analyst issue was resolved on its own,i think my issue is resolved my vpn is not connected,vpn not connecting,"01/23/2026 04:58:39 - KHATTLYN SOUZA (Work notes)
^UUID: 01156E7QBOCDJF4U0RRHO2LAES079LF7^
Summary:
- Product/Features/Services: VPN connectivity issues
- Issue/Issues: Caller was having issues connecting to the VPN
- Troubleshooting: ivr verified
  - Confirmed caller's name and information
  - Checked the status of the VPN connection
  - Noted that the issue was resolved on its own
- Resolution: The VPN is now working properly and the issue is self-resolved.

01/23/2026 04:53:46 - KHATTLYN SOUZA (Work notes)

Knowledge article KB0109070: 
Cannot Connect to VPN or Internet / Network (Cisco) on Windows

01/23/2026 04:52:48 - KHATTLYN SOUZA (Work notes)
Incident created from Interaction IMS1408591

01/23/2026 04:52:48 - KHATTLYN SOUZA (Additional comments)
i think my issue is resolved my vpn is not connected",VPN software for establishing VPN connectivity for remote users to the UHG network.,,Network,VPN_RemoteAccess,Cisco Secure,Cisco,0.95,False,Cisco Secure Client VPN not connecting clearly maps to VPN Remote Access with Cisco Secure.,"['Cisco Secure Client', 'VPN', 'not connecting']",Configuration,Likely Cisco Secure client profile/certificate or local configuration issue preventing connection.
INC47978658,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,myVDI - Unable to find issue for myVDI,2026-01-23 04:55:29,2026-01-23 04:58:37,One of our colleague is having the issue with remote login he uses VDI to log in to VDI to log in. He was using VMware Horizon clients.,Advised the caller to have their colleague contact their manager to confirm the last four digits of their Social Security number before reaching out to the help desk again to further assist with VDI.,One of our colleague is having the issue with remote login he uses VDI to log in to VDI to log in. He was using VMware Horizon clients.,User's colleague is unable to login to VM,"01/23/2026 04:57:58 - GRACE JOY OBEN (Work notes)

Knowledge article KB0138647: 
myVDI - Unable to find issue for myVDI

01/23/2026 04:57:05 - GRACE JOY OBEN (Work notes)
Call Summarization from IM:
^UUID: 00DL0C7V9KCDJ04JVRR1O2LAES079GPA^
Summary:
- Product/Features/Services: VMware Horizon client remote login
- Issue/Issues: Colleague unable to receive OTP for remote login
- Troubleshooting: 
  - Verified via USP: last 4-digits of SSN and joining date.
  - Informed caller that the affected colleague needs to validate their information with their manager
  - Explained the process for resolving the issue with the help desk
- Resolution: Advised the caller to have their colleague contact their manager to confirm the last four digits of their Social Security number before reaching out to the help desk again.

01/23/2026 04:55:29 - GRACE JOY OBEN (Additional comments)
One of our colleague is having the issue with remote login he uses VDI to log in to VDI to log in. He was using VMware Horizon clients.

01/23/2026 04:55:29 - GRACE JOY OBEN (Work notes)
Incident created from Interaction IMS1408587","VDI - or Virtual Desktop Infrastructure, is to be a new managed service to provide production class virtual desktops to users throughout the enterprise.","04/10/2013
UCC approves instrumentation at its current level ¿ Abram Zart
SLO approves instrumentation at its current level ¿ Charles Clampett",CloudInfrastructure,Virtualization_Remote,Virtual Desktop Issues,,0.6,False,‘myVDI’ refers to virtual desktop; user cannot identify the issue but it pertains to VDI.,"['myVDI', 'VDI', 'Virtual Desktop']",Unknown,Unspecified VDI-related problem; no details provided to determine cause.
INC47978545,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Windows Hello PIN is Not Working,2026-01-23 04:39:41,2026-01-23 05:04:52,"My laptop has been locked. I'm trying to open it by finger lock face, everything. It is not working even password I have changed but it is not definitely like incorrect password.",Provided an exception to allow login with password,"My laptop has been locked. I'm trying to open it by finger lock face, everything. It is not working even password I have changed but it is not definitely like incorrect password.",incorrect password,"01/23/2026 05:05:25 - NALLAMILLI DIVYA (Work notes)
Call Summarization from IM:
^UUID: 00DL0C7V9KCDJ04JVRR1O2LAES079GO6^
Summary:
- Product/Features/Services: login and authentication issues
- Issue/Issues: User unable to log in to the system using fingerprint, face lock, or password
- Troubleshooting: 
  - Confirmed user details including employee ID and callback number, Verified the last 4 digits of SSN and the last 4 characters of the machine name via USP
  - Instructed user to check the number of icons on the bottom right corner of the screen
  - Guided user to connect to the VPN
  - Advised user to click on ""I forgot my PIN"" option
  - Suggested using a mobile hotspot due to network issues
  - Provided an exception to allow login with password
  - Assisted user in setting up a new PIN for future logins
- Resolution: User successfully logged in using the new PIN and confirmed that the fingerprint login is now working.

01/23/2026 04:40:51 - NALLAMILLI DIVYA (Work notes)

Knowledge article KB0103925: 
Windows Hello PIN is Not Working

01/23/2026 04:39:41 - NALLAMILLI DIVYA (Additional comments)
My laptop has been locked. I'm trying to open it by finger lock face, everything. It is not working even password I have changed but it is not definitely like incorrect password.

01/23/2026 04:39:41 - NALLAMILLI DIVYA (Work notes)
Incident created from Interaction IMS1408536",Provide multifactor authentication to end points that are running Microsoft Windows OS,,UserAccessAuthentication,IdentityAccess,Windows Hello,,0.95,False,Windows Hello PIN not working is an identity/authentication issue tied to Windows Hello.,"['Windows Hello', 'PIN', 'Not Working']",Security,Windows Hello credential state corrupted/desynced; PIN re-registration likely required.
INC47978717,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,RxClaim (Catamaran) Password Reset,2026-01-23 05:05:28,2026-01-23 05:10:53,My RX claim HF 4 screening is locked. Not able to log in. So showing password is invalid. You need to reset that.,,My RX claim HF 4 screening is locked. Not able to log in. So showing password is invalid. You need to reset that.,RxClaim (Catamaran) Password Reset,"01/23/2026 05:10:16 - GRACE JOY OBEN (Work notes)
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079L71^
Summary:
- Product/Features/Services: RX claim password reset service
- Issue/Issues: User unable to log in due to invalid password for RX claim HF 4 screening
- Troubleshooting: 
  - Verified via USP: last 4-digits of SSN and joining date.
  - Confirmed the specific RX claim the user was having issues with - RxClaim (Catamaran)
  - Informed the user that a different team handles the password reset for the RxClaim (Catamaran)
  - Provided the user with the contact number for the appropriate team
  - Created a ticket for the user and prepared to transfer the call
- Resolution: The agent created a ticket and transferred the call to the appropriate team for further assistance with the password reset.

01/23/2026 05:06:45 - GRACE JOY OBEN (Work notes)

Knowledge article KB0096642: 
RxClaim (Catamaran) Password Reset

01/23/2026 05:05:28 - GRACE JOY OBEN (Additional comments)
My RX claim HF 4 screening is locked. Not able to log in. So showing password is invalid. You need to reset that.

01/23/2026 05:05:28 - GRACE JOY OBEN (Work notes)
Incident created from Interaction IMS1408615",Used for services not defined in ServiceNow,Not a defined Service that can be monitored.,UserAccessAuthentication,IdentityAccess,Password Reset,RxClaim (Catamaran),0.95,False,Explicit password reset request for RxClaim maps to IdentityAccess -> Password Reset.,"['RxClaim', 'Catamaran', 'Password Reset']",User_Error,User forgot password or it expired for RxClaim account.
INC47978735,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,Personal Information in MyHR is Incorrect,2026-01-23 05:08:57,2026-01-23 05:15:39,Actually I just want to change my mobile number in my personal information portal but personal information in GSS,Helped with personal information update,Actually I just want to change my mobile number in my personal information portal but personal information in GSS,want to change my hr details,"01/23/2026 05:14:26 - V RAJ (Work notes)
Call Summarization from IM:
^UUID: 00LPC0NVOKCDJ4F90BRHO2LAES079L7A^
Summary:
- Product/Features/Services: VSS portal for personal information updates
- Issue/Issues: Caller unable to change mobile number due to VSS portal not working
- Troubleshooting: 
  - Collected last 4 digits of SSN and DOJ
  - Verified caller's previous and current mobile numbers
  - Requested remote access via Bomgar
  - Guided caller to open the portal and change details
  - Assisted caller in entering new mobile number and obtaining verification code
  - Confirmed successful update of personal information
- Resolution: Caller successfully updated their mobile number in the VSS portal and was informed about the creation of tickets for MFA setup and mobile number update.

01/23/2026 05:13:43 - V RAJ (Work notes)

Knowledge article KB0134580: 
Personal Information in MyHR is Incorrect

01/23/2026 05:08:57 - V RAJ (Additional comments)
Actually I just want to change my mobile number in my personal information portal but personal information in GSS

01/23/2026 05:08:57 - V RAJ (Work notes)
Incident created from Interaction IMS1408618","Oracle-hosted Cloud application for managing HR, Payroll, Compensation, Performance, Learning and other Human Capital functions.  Second release includes Talent-related data including My Career Story, Succession Planning and Talent Review.",,DataStorage,DataIntegrity,Other,,0.6,False,Incorrect personal data in MyHR indicates a data integrity/synchronization issue rather than UI or access.,"['MyHR', 'Personal Information', 'Incorrect', 'Data']",Data_Issue,Incorrect or outdated HR record; likely source-of-truth synchronization mismatch.
INC47978754,OGS_IT_ServiceDesk Self-Service,OGS_IT_SERVICEDESK SELF-SERVICE,Request for Help Desk support,2026-01-23 05:11:00,2026-01-23 05:18:12,"issue with ms password, the provided options for my Microsoft password issue were not helpful.",Withdrawn,"issue with ms password, the provided options for my Microsoft password issue were not helpful.",,"01/23/2026 05:18:12 - MAX VIRTUAL ASSISTANT - POWER PLATFORM Integration (Additional comments)
client requested to withdraw this issue",,,EndUserSupport,SupportRequests,Service Requests,,0.9,False,Generic request for Help Desk support maps to EndUserSupport -> Service Requests.,"['Help Desk', 'Support Request']",Unknown,User requests assistance without specific incident details.
INC47978781,OGS_IT_ServiceDesk,OGS_IT_SERVICEDESK,myVDI - Error: Security Issues Detected,2026-01-23 05:15:57,2026-01-23 05:18:15,I am unable to launch VDI in my local system,Guided the user to contact Local IT,I am unable to launch VDI in my local system,I am unable to launch VDI in my local system,"01/23/2026 05:18:15 - REPAKA SNEHITH (Work notes)
Call Summarization from IM:
^UUID: 02B0NT7UD8CDJB1TVVR1O2LAES07A4PQ^
Summary:
- Product/Features/Services: VDI connection and firewall issues
- Issue/Issues: Unable to connect to VDI due to authentication and compliance check failures
- Troubleshooting: 
  - verified with last Four digits SSN and vendor company name via USP
  - Suggested checking network connection and changing from Wi-Fi to personal hotspot
  - Advised rebooting the system and using the reset desktop option
  - Attempted remote access via Bomgar
  - Checked if the Windows Defender firewall was up to date
  - Recommended contacting local IT for firewall and security issues
  - Informed about restrictions on downloading files
- Resolution: Advised the caller to contact local IT for assistance with the firewall and security restrictions, and created a ticket for reference.

01/23/2026 05:16:55 - REPAKA SNEHITH (Work notes)

Knowledge article KB0147251: 
myVDI - Error: Security Issues Detected

01/23/2026 05:15:57 - REPAKA SNEHITH (Work notes)
Incident created from Interaction IMS1408517

01/23/2026 05:15:57 - REPAKA SNEHITH (Additional comments)
I am unable to launch VDI in my local system","VDI - or Virtual Desktop Infrastructure, is to be a new managed service to provide production class virtual desktops to users throughout the enterprise.","04/10/2013
UCC approves instrumentation at its current level ¿ Abram Zart
SLO approves instrumentation at its current level ¿ Charles Clampett",CloudInfrastructure,Virtualization_Remote,Virtual Desktop Issues,,0.75,False,"""myVDI"" indicates a virtual desktop platform; the message ""Error: Security Issues Detected"" suggests an access issue within VDI. This fits CloudInfrastructure > Virtualization_Remote > Virtual Desktop Issues.","['myVDI', 'Error', 'Security Issues Detected', 'VDI']",Security,"VDI access blocked due to a security/compliance check (e.g., device policy or endpoint posture) triggering the error."
